iter	Logloss
113	0.0004023218072
114	0.0003922801796
115	0.000392272758
116	0.0003922650797
117	0.0003922688257
118	0.0003922688257
119	0.0003922684077
120	0.0003922588192
121	0.0003922599699
122	0.0003922495701
123	0.0003922550546
124	0.0003922550546
125	0.0003922571407
126	0.0003922615469
127	0.0003922615469
128	0.0003922615469
129	0.0003922535086
130	0.0003835663158
131	0.0003835663158
132	0.0003835634473
133	0.0003835672802
134	0.0003835672802
135	0.0003835672802
136	0.0003835592005
137	0.0003835532214
138	0.0003835532214
139	0.0003835532214
140	0.0003835532214
141	0.0003835532214
142	0.0003835514209
143	0.0003729682995
144	0.0003729682995
145	0.0003729736577
146	0.0003729711266
147	0.0003729645059
148	0.000372957817
149	0.000372957817
150	0.0003729562254
151	0.0003729562254
152	0.0003729562254
153	0.0003729562254
154	0.0003729625336
155	0.0003729625336
156	0.0003729625336
157	0.0003609434329
158	0.0003609389584
159	0.0003609375863
160	0.0003524939944
161	0.0003524985475
162	0.0003524965586
163	0.0003524957763
164	0.0003524903001
165	0.000352485331
166	0.0003524821376
167	0.0003524834083
168	0.0003524780584
169	0.0003524780584
170	0.0003524768787
171	0.0003524761585
172	0.0003524761585
173	0.0003524734432
174	0.000352471802
175	0.000352471802
176	0.0003524682485
177	0.000352460266
178	0.000352460266
179	0.0003524561827
180	0.0003524561827
181	0.0003524554811
182	0.0003524578694
183	0.0003524587904
184	0.0003524530596
185	0.0003524530596
186	0.0003439796778
187	0.0003439694043
188	0.0003439694043
189	0.000343962705
190	0.0003439534249
191	0.0003439604822
192	0.0003439579263
193	0.00034395881
194	0.0003439530275
195	0.0003439530275
196	0.0003439438115
197	0.0003439438115
198	0.0003439357773
199	0.0003439339457
200	0.0003439399062
201	0.0003439304212
202	0.0003439316567
203	0.0003439316567
204	0.0003439294774
205	0.0003439273313
206	0.0003439273313
207	0.000343919562
208	0.000343919562
209	0.0003439211721
210	0.0003439211721
211	0.0003439170246
212	0.0003439129579
213	0.0003439129579
214	0.0003439168529
215	0.0003439129599
216	0.0003439142534
217	0.0003439039985
218	0.0003439078956
219	0.0003438949212
220	0.000343892773
221	0.0003438993668
222	0.0003438909207
223	0.0003438909207
224	0.0003438938637
225	0.0003438804071
226	0.0003438862144
227	0.0003438862144
228	0.0003438894575
229	0.0003438756574
230	0.0003438756574
231	0.0003438756574
232	0.0003438814336
233	0.0003438814336
234	0.0003438786169
235	0.0003438690801
236	0.000343874161
237	0.0003438688256
238	0.0003438658081
239	0.0003438630183
240	0.0003438597918
241	0.0003438554663
242	0.0003438563086
243	0.0003438563086
244	0.0003438545784
245	0.0003438545784
246	0.0003438545784
247	0.0003438539017
248	0.0003438558367
249	0.0003438491519
250	0.0003438491519
251	0.0003438491519
252	0.0003438466291
253	0.0003438464469
254	0.0003438473907
255	0.0003438330856
256	0.0003363010122
257	0.0003362925909
258	0.0003362967157
259	0.0003272776078
260	0.0003272743606
261	0.0003272720157
262	0.0003272720157
263	0.0003272720157
264	0.0003272660366
265	0.0003272656641
266	0.000327253826
267	0.0003272526628
268	0.0003272507505
269	0.0003272494612
270	0.0003272479524
271	0.000327247911
272	0.0003272397257
273	0.0003272406364
274	0.0003272428715
275	0.0003272369194
276	0.0003272377617
277	0.0003272295557
278	0.0003272306091
279	0.0003272253979
280	0.0003272121027
281	0.0003272160246
282	0.0003272132348
283	0.0003272131934
284	0.0003272002397
285	0.0003271938364
286	0.0003271952934
287	0.0003271952934
288	0.0003271939233
289	0.0003271875344
290	0.0003271797817
291	0.000327179049
292	0.000327180237
293	0.0003271693716
294	0.0003271748043
295	0.0003271635684
296	0.0003271572933
297	0.0003271636408
298	0.0003271595865
299	0.0003271595865
300	0.0003271666956
301	0.0003271583799
302	0.0003271454179
303	0.0003271404302
304	0.0003271400763
305	0.0003271369533
306	0.0003271366076
307	0.0003271355128
308	0.0003271345877
309	0.0003271345877
310	0.0003271245894
311	0.000327116429
312	0.000327116429
313	0.0003271174286
314	0.0003271128672
315	0.0003271064369
316	0.0003270974072
317	0.0003270916993
318	0.0003178126261
319	0.0003178084104
320	0.0003178085449
321	0.0003178085449
322	0.0003178041201
323	0.0003178059662
324	0.0003178059662
325	0.0003177946972
326	0.0003178013447
327	0.0003177925386
328	0.000317779678
329	0.000317779678
330	0.0003177858289
331	0.0003177858289
332	0.0003177814993
333	0.0003177843905
334	0.0003177712133
335	0.0003177691934
336	0.0003177691934
337	0.0003177671217
338	0.0003177671217
339	0.0003177535368
340	0.0003081099979
341	0.0003081131706
342	0.0003081093687
343	0.0003081079428
344	0.0003080870004
345	0.0003080801107
346	0.0003080889728
347	0.0003080889728
348	0.0003080752368
349	0.0003080725835
350	0.0003080675875
351	0.0003080646528
352	0.0003080600935
353	0.0003080596113
354	0.0003080515998
355	0.0002987271796
356	0.0002987087787
357	0.0002987155298
358	0.0002987111111
359	0.0002987111111
360	0.0002900658548
361	0.0002900657016
362	0.0002900590189
363	0.0002900516925
364	0.0002900498009
365	0.0002900517235
366	0.0002900487454
367	0.0002900460797
368	0.0002900439273
369	0.0002900318863
370	0.0002900318863
371	0.0002900318863
372	0.0002900344278
373	0.0002900313358
374	0.0002900300527
375	0.0002900322692
376	0.0002900322692
377	0.00029001469
378	0.0002900134731
379	0.0002900094477
380	0.0002900049525
381	0.0002899897057
382	0.0002899936359
383	0.0002899818122
384	0.0002899880604
385	0.0002899775633
386	0.0002899713214
387	0.0002899716256
388	0.0002899651271
389	0.000289958465
390	0.0002899601911
391	0.0002899623869
392	0.0002899567948
393	0.0002899567948
394	0.0002899516808
395	0.0002899516808
396	0.0002899466931
397	0.000289939704
398	0.0002899393936
399	0.0002899393936
400	0.0002899291656
401	0.0002899291656
402	0.0002899291656
403	0.0002899351468
404	0.0002899351468
405	0.000289935747
406	0.000289935747
407	0.0002899312642
408	0.0002899283419
409	0.0002899283419
410	0.0002899164789
411	0.0002899123604
412	0.0002899123604
413	0.0002899118554
414	0.0002899108206
415	0.0002899108206
416	0.0002898950564
417	0.0002898912028
418	0.0002899010272
419	0.0002898738657
420	0.0002898788928
421	0.0002898788928
422	0.0002898681205
423	0.0002898681205
424	0.0002898764051
425	0.0002898613405
426	0.0002898602995
427	0.000289858917
428	0.0002898515802
429	0.0002898509904
430	0.0002898494899
431	0.0002898416441
432	0.0002898433018
433	0.0002898365963
434	0.0002898313043
435	0.0002898231832
436	0.0002898277736
437	0.0002898216558
438	0.000289814079
439	0.000289814079
440	0.0002898105255
441	0.0002898064338
442	0.0002898064338
443	0.0002897966094
444	0.0002897939583
445	0.0002897792951
446	0.0002897793903
447	0.0002897648824
448	0.0002897679206
449	0.0002897679206
450	0.0002897679206
451	0.0002897642284
452	0.0002897576781
453	0.0002897576926
454	0.0002897452149
455	0.0002897433461
456	0.0002897433461
457	0.0002897382548
458	0.0002897368227
459	0.0002897351628
460	0.0002897345875
461	0.0002897314665
462	0.0002897314665
463	0.0002897254916
464	0.000289714562
465	0.0002897124717
466	0.000289720777
467	0.0002897057662
468	0.0002897057662
469	0.0002897057662
470	0.0002897072873
471	0.000289705998
472	0.0002897004969
473	0.0002896926159
474	0.0002896926159
475	0.0002896924317
476	0.0002896924317
477	0.0002896924317
478	0.0002896924317
479	0.0002896891327
480	0.0002896808729
481	0.0002896702041
482	0.0002896729091
483	0.0002896657834
484	0.0002896657834
485	0.0002896514763
486	0.0002896514763
487	0.0002896514763
488	0.0002896470618
489	0.0002896469956
490	0.0002896317343
491	0.0002896317343
492	0.0002896241388
493	0.0002896300724
494	0.000289608623
495	0.0002896166593
496	0.0002896088465
497	0.0002896088465
498	0.0002896041258
499	0.0002896043555
500	0.0002896016422
501	0.0002895963047
502	0.0002895849364
503	0.0002895722248
504	0.0002895666286
505	0.0002895593747
506	0.0002895506099
507	0.0002895377597
508	0.0002895366814
509	0.0002895238085
510	0.0002895247212
511	0.0002895212153
512	0.0002895091433
513	0.0002895091433
514	0.0002895057119
515	0.0002894968746
516	0.0002895068646
517	0.0002894972679
518	0.0002894875469
519	0.0002894900988
520	0.0002894815099
521	0.0002894819466
522	0.0002894700732
523	0.0002894557392
524	0.0002894575066
525	0.0002894505362
526	0.0002894468026
527	0.0002894443004
528	0.0002894495179
529	0.0002894400205
530	0.0002894353287
531	0.000289427427
532	0.0002894216817
533	0.0002894179647
534	0.0002894141753
535	0.0002894113916
536	0.0002894136392
537	0.0002893974384
538	0.0002893989657
539	0.0002893864239
540	0.0002893884687
541	0.0002893783028
542	0.000289365552
543	0.0002893681783
544	0.000289357406
545	0.0002893520271
546	0.0002893463295
547	0.0002893423475
548	0.0002893381028
549	0.000289329963
550	0.0002893134351
551	0.0002893105356
552	0.0002893027477
553	0.0002892892518
554	0.0002892782829
555	0.0002892651492
556	0.0002892624773
557	0.0002892599814
558	0.0002892494347
559	0.0002892560595
560	0.00028924775
561	0.0002892441572
562	0.0002892349226
563	0.000289230355
564	0.0002892319258
565	0.0002892235708
566	0.0002892189059
567	0.0002892062441
568	0.0002892055218
569	0.000289203657
570	0.0002891948095
571	0.0002891878266
572	0.0002891905088
573	0.0002891822677
574	0.0002891842752
575	0.0002891842752
576	0.0002891842752
577	0.0002891817337
578	0.0002891773586
579	0.0002891771868
580	0.0002891655473
581	0.0002891761209
582	0.0002891761209
583	0.0002891761209
584	0.0002891761209
585	0.0002891719507
586	0.0002891719507
587	0.0002891629086
588	0.0002891629086
589	0.0002891629086
590	0.0002891629086
591	0.0002891629086
592	0.0002891629086
593	0.0002891629086
594	0.0002891629086
595	0.0002891629086
596	0.0002891676169
597	0.0002891631466
598	0.0002891631466
599	0.0002891580926
600	0.000289151979
601	0.000289151979
602	0.000289151979
603	0.000289151979
604	0.0002891568405
605	0.0002891568405
606	0.0002891568405
607	0.0002891568405
608	0.0002891568405
609	0.0002891568405
610	0.0002891568405
611	0.0002891568405
612	0.0002891533201
613	0.0002891533201
614	0.0002891533201
615	0.0002891584279
616	0.0002891584279
617	0.0002891584279
618	0.0002891584279
619	0.0002891584279
620	0.0002891584279
621	0.0002891603195
622	0.0002891529041
623	0.0002891529041
624	0.0002891529041
625	0.0002891529041
626	0.0002891529041
627	0.0002891430735
628	0.0002891430735
629	0.0002891430735
630	0.0002891430735
631	0.0002891430735
632	0.0002891430735
633	0.0002891430735
634	0.0002891430735
635	0.0002891430735
636	0.0002891430735
637	0.0002891430735
638	0.0002891404016
639	0.0002891331435
640	0.0002891331435
641	0.0002891331435
642	0.0002891331435
643	0.0002891331435
644	0.0002891331435
645	0.0002891331435
646	0.0002891331435
647	0.0002891331435
648	0.0002891331435
649	0.0002891331435
650	0.0002891331435
651	0.0002891331435
652	0.0002891437254
653	0.0002891344805
654	0.0002891344805
655	0.0002891344805
656	0.0002891344805
657	0.0002891369888
658	0.0002891333732
659	0.0002891333732
660	0.0002891333732
661	0.0002891333732
662	0.0002891333732
663	0.0002891333732
664	0.0002891318107
665	0.0002891256226
666	0.0002891256226
667	0.0002891256226
668	0.0002891256226
669	0.0002891256226
670	0.0002891256226
671	0.0002891256226
672	0.0002891256226
673	0.0002891256226
674	0.0002891256226
675	0.0002891256226
676	0.0002891256226
677	0.0002891256226
678	0.0002891256226
679	0.0002891256226
680	0.0002891264939
681	0.0002891245029
682	0.000289124149
683	0.0002891195483
684	0.0002891214254
685	0.0002891149041
686	0.0002891125385
687	0.0002891125385
688	0.0002891125385
689	0.0002891125385
690	0.0002891065863
691	0.0002891019339
692	0.0002891019339
693	0.0002891019339
694	0.0002891019339
695	0.0002891019339
696	0.0002891019339
697	0.0002891019339
698	0.0002891019339
699	0.0002891019339
700	0.0002891019339
701	0.0002891019339
702	0.0002891019339
703	0.0002891019339
704	0.0002891025651
705	0.0002891025651
706	0.0002891025651
707	0.0002891052245
708	0.0002891052245
709	0.0002890956774
710	0.0002891046637
711	0.0002891046637
712	0.0002891046637
713	0.0002891046637
714	0.0002891046637
715	0.0002891046637
716	0.0002890944026
717	0.0002890954436
718	0.000289098728
719	0.000289098728
720	0.000289098728
721	0.000289098728
722	0.000289098728
723	0.000289098728
724	0.000289098728
725	0.000289098728
726	0.000289098728
727	0.000289098728
728	0.000289098728
729	0.000289098728
730	0.000289098728
731	0.0002890931794
732	0.0002890955201
733	0.0002890877922
734	0.000289091979
735	0.000289091979
736	0.000289091979
737	0.0002890846692
738	0.0002890779409
739	0.0002890839407
740	0.000289078924
741	0.000289078924
742	0.000289078924
743	0.000289078924
744	0.000289078924
745	0.000289078924
746	0.000289078924
747	0.000289078924
748	0.0002890701075
749	0.0002890753767
750	0.0002890753767
751	0.0002890753767
752	0.0002890753767
753	0.0002890753767
754	0.0002890753767
755	0.0002890753767
756	0.0002890753767
757	0.0002890753767
758	0.0002890753767
759	0.0002890737396
760	0.0002890737396
761	0.0002890737396
762	0.0002890737396
763	0.0002890737396
764	0.0002890668147
765	0.0002890691492
766	0.0002890702813
767	0.0002890729573
768	0.0002890729573
769	0.0002890729573
770	0.0002890729573
771	0.0002890729573
772	0.0002890729573
773	0.0002890729573
774	0.0002890670651
775	0.0002890640414
776	0.00028905704
777	0.00028905704
778	0.00028905704
779	0.00028905704
780	0.00028905704
781	0.00028905704
782	0.0002890553077
783	0.0002890553077
784	0.0002890553077
785	0.0002890553077
786	0.0002890578575
787	0.0002890546785
788	0.0002890546785
789	0.0002890546785
790	0.0002890546785
791	0.0002890546785
792	0.0002890546785
793	0.0002890546785
794	0.0002890546785
795	0.0002890546785
796	0.0002890546785
797	0.0002890546785
798	0.0002890546785
799	0.0002890546785
800	0.0002890546785
801	0.0002890456923
802	0.0002890528718
803	0.0002890466092
804	0.0002890466092
805	0.0002890466092
806	0.0002890466092
807	0.0002890466092
808	0.0002890466092
809	0.0002890466092
810	0.0002890466092
811	0.0002890466092
812	0.0002890466092
813	0.0002890455868
814	0.0002890455868
815	0.0002890455868
816	0.0002890455868
817	0.0002890455868
818	0.0002890455868
819	0.0002890487057
820	0.0002890335355
821	0.0002890335355
822	0.0002890335355
823	0.0002890335355
824	0.0002890335355
825	0.0002890335355
826	0.0002890335355
827	0.0002890335355
828	0.0002890335355
829	0.0002890335355
830	0.0002890383659
831	0.0002890291851
832	0.0002890291851
833	0.0002890291851
834	0.0002890291851
835	0.0002890332974
836	0.0002890332974
837	0.0002890332974
838	0.0002890332974
839	0.0002890247831
840	0.0002890247831
841	0.0002890247831
842	0.0002890247831
843	0.0002890247831
844	0.0002890247831
845	0.0002890247831
846	0.0002890247831
847	0.0002890247831
848	0.0002890247831
849	0.0002890247831
850	0.0002890247831
851	0.0002890247831
852	0.0002890247831
853	0.0002890247831
854	0.0002890247831
855	0.0002890247831
856	0.0002890247831
857	0.0002890247831
858	0.0002890247831
859	0.0002890247831
860	0.000289028585
861	0.000289028585
862	0.000289028585
863	0.000289028585
864	0.000289028585
865	0.000289028585
866	0.000289028585
867	0.000289028585
868	0.000289028585
869	0.000289028585
870	0.000289028585
871	0.000289028585
872	0.000289028585
873	0.000289028585
874	0.000289028585
875	0.000289028585
876	0.000289028585
877	0.000289028585
878	0.000289028585
879	0.000289028585
880	0.000289028585
881	0.0002890234482
882	0.0002890218629
883	0.0002890218629
884	0.0002890218629
885	0.0002890218629
886	0.0002890218629
887	0.0002890218629
888	0.0002890218629
889	0.0002890258986
890	0.0002890229763
891	0.0002890188889
892	0.0002890188889
893	0.0002890188889
894	0.0002890188889
895	0.0002890188889
896	0.0002890188889
897	0.0002890196318
898	0.0002890115956
899	0.000289015207
900	0.000289015207
901	0.000289015207
902	0.000289015207
903	0.000289015207
904	0.0002890097619
905	0.0002890088802
906	0.0002890088802
907	0.0002890088802
908	0.0002890088802
909	0.0002890088802
910	0.0002890088802
911	0.0002890069431
912	0.0002890069431
913	0.0002890031743
914	0.0002890055606
915	0.0002890055606
916	0.0002890080793
917	0.000288994929
918	0.0002889936086
919	0.0002889871473
920	0.0002889871473
921	0.0002889871473
922	0.0002889871473
923	0.0002889871473
924	0.0002889871473
925	0.0002889871473
926	0.0002889871473
927	0.0002889871473
928	0.0002889871473
929	0.0002889871473
930	0.0002889871473
931	0.0002889871473
932	0.0002889871473
933	0.0002889871473
934	0.0002889871473
935	0.0002889871473
936	0.0002889871473
937	0.0002889871473
938	0.0002889871473
939	0.0002889871473
940	0.0002889871473
941	0.0002889871473
942	0.0002889914542
943	0.0002889914542
944	0.0002889914542
945	0.0002889914542
946	0.0002889914542
947	0.0002889914542
948	0.0002889914542
949	0.0002889914542
950	0.0002889843802
951	0.0002889843802
952	0.0002889843802
953	0.0002889843802
954	0.0002889843802
955	0.000288991628
956	0.000288991628
957	0.000288991628
958	0.000288991628
959	0.000288991628
960	0.0002889837345
961	0.0002889837345
962	0.0002889837345
963	0.0002889837345
964	0.0002889837345
965	0.0002889837345
966	0.0002889837345
967	0.0002889837345
968	0.0002889837345
969	0.0002889837345
970	0.0002889837345
971	0.0002889837345
972	0.0002889837345
973	0.0002889837345
974	0.000288981549
975	0.0002889745351
976	0.0002889745351
977	0.0002889745351
978	0.0002889745351
979	0.0002889745351
980	0.0002889745351
981	0.0002889745351
982	0.0002889745351
983	0.0002889745351
984	0.0002889745351
985	0.0002889745351
986	0.0002889745351
987	0.0002889745351
988	0.0002889745351
989	0.0002889745351
990	0.0002889745351
991	0.0002889745351
992	0.0002889745351
993	0.0002889745351
994	0.0002889745351
995	0.0002889770311
996	0.0002889768427
997	0.0002889768427
998	0.0002889768427
999	0.0002889768427
